_id,data,meta,__v
"{'machine': 1962819352, 'inc': -2072099102, 'time': 1545242828}","{'type_id': [], 'address': 'Borgarfjordsgatan 8, 164 40 Kista, Sweden', 'location': {'type': 'Point', 'coordinates': [17.9472797, 59.4067509]}, 'name': 'Test 1', 'store': 'Eriksson - Nilsson', 'description': 'Laudantium et dignissimos voluptate eos. Dolorum quo voluptas corporis id aliquid magni voluptas. Soluta ducimus voluptas vel aut nihil ullam. Debitis consequatur vitae. Culpa voluptates tempora aut. Voluptatem occaecati voluptatem.', 'public': True, 'disabled': False, 'country_code': 'SE', 'point_type': 'STATION', 'scan_distance': 100}","{'created': 1545242828280, 'updated': 1545242828280, 'owner': 'PP', 'timestamp': {'updatedAt': 1597910340625}}",0
