_id,meta,data,__v
"{'machine': -515760835, 'inc': 127115283, 'time': 1563370121}","{'timestamp': {'createdAt': 1563370121274, 'updatedAt': 1563370121274}}","{'voucher_type_id': {'machine': -152542972, 'inc': -1324526238, 'time': 1556718933}, 'valid_to': 1593370121274, 'url': 'https://k.dinkupong.se/?c=test2'}",0
