_id,data,meta,local
"{'machine': -152542972, 'inc': -1324526238, 'time': 1556718933}","{'title': '5 KR RABATT PÅ YES HANDDISK', 'description': 'Du får 5 kr rabatt när du köper YES Handdiskmedel. Gäller alla varianter och storlekar, förutom YES Original.', 'stores': ['Coop, City Gross, Willy:s, Hemköp, Matrebellerna, Pressbyrån, Shell, 7-eleven, Tempo (Klicka på Aktivera kupongen)', 'ICA (Endast utskriven kupong – klicka på Dela kupongkod)'], 'rules': ['Aktivera kupongen när du vill utnyttja rabatten och visa rabattkoden i kassan.', 'Du behöver panta minst en pantbar förpackning för att få tillgång till denna kupong. ', 'Kupongen kan användas max 1 gång per månad.'], 'url': 'https://www.bravardag.se/', 'image_main': {'key': 'development/voucher-image/5cc9a555f6e86104b10d5562-voucher_yes_rabbat_png', 'source': 'https://panta-pasen.s3.amazonaws.com/development/voucher-image/5cc9a555f6e86104b10d5562-voucher_yes_rabbat_png', '__typename': 'AwsImage'}, 'image_logo': None, 'product_image_1': None, 'product_image_2': None, 'notification_info': None, 'preview_logo': None, 'active': True, 'show_share': True, 'show_barcode': None, 'brand_id': {'machine': 1762676284, 'inc': 1074367086, 'time': 1560947259}, 'coupon_method': 'receipt', 'coupon_id': 1560, 'redeem_start_date': 1561420800000, 'redeem_end_date': 1624579200000, 'type_interval': 'DAYS', 'limit': 'Infinity', 'user_limit': 'Infinity', 'user_redeem_interval': 1, 'user_limit_per_interval': 1, 'price': {'cash': 0, 'points': 1}, 'cashback': {'cash': 0, 'points': 1}, 'order': 2, 'country_code': ['NO', 'SE']}","{'timestamp': {'createdAt': 1568144731564, 'updatedAt': 1597995055676}}","{'sv': {'title': '5 KR RABATT PÅ YES HANDDISK', 'description': 'Du får 5 kr rabatt när du köper YES Handdiskmedel. Gäller alla varianter och storlekar, förutom YES Original.', 'stores': ['Coop, City Gross, Willy:s, Hemköp, Matrebellerna, Pressbyrån, Shell, 7-eleven, Tempo (Klicka på Aktivera kupongen)', 'ICA (Endast utskriven kupong – klicka på Dela kupongkod)'], 'rules': ['Aktivera kupongen när du vill utnyttja rabatten och visa rabattkoden i kassan.', 'Du behöver panta minst en pantbar förpackning för att få tillgång till denna kupong. ', 'Kupongen kan användas max 1 gång per månad.'], 'url': 'https://www.bravardag.se/', 'image_main': {'key': 'development/voucher-image/5cc9a555f6e86104b10d5562-voucher_yes_rabbat_png', 'source': 'https://panta-pasen.s3.amazonaws.com/development/voucher-image/5cc9a555f6e86104b10d5562-voucher_yes_rabbat_png', '__typename': 'AwsImage'}, 'image_logo': None, 'url_title': None, 'text_after_redeem': None, 'product_image_1': None, 'product_image_2': None, 'notification_info': None, 'preview_logo': None}, 'en': {'title': 'SEK 5 DISCOUNT ON YES HANDDISK', 'description': 'You get a SEK 5 discount when buying YES Handdisk. Applies to all variants and sizes, except YES Original.', 'stores': ['Coop, City Gross, Willy:s, Hemköp, Matrebellerna, Pressbyrån, Shell, 7-eleven, Tempo (Click on Activate voucher)', 'ICA (Only printed vouchers – click on Share voucher)'], 'rules': ['*Activate the voucher when you want to use the discount and show the discount code at the checkout.', '*You need to scan/recycle at least one product to access this voucher. ', '*The voucher can be used a maximum of once a month.'], 'url': 'https://www.bravardag.se/', 'image_main': {'key': 'development/voucher-image/5cc9a555f6e86104b10d5562-voucher_yes_rabbat_png', 'source': 'https://panta-pasen.s3.amazonaws.com/development/voucher-image/5cc9a555f6e86104b10d5562-voucher_yes_rabbat_png', '__typename': 'AwsImage'}, 'image_logo': None}}"
