_id,meta,data,__v
"{'machine': -1516816128, 'inc': 420127729, 'time': 1584097871}","{'timestamp': {'createdAt': 1584097871176, 'updatedAt': 1584097871176}, 'owner': '704'}","{'enums': {'status': 'PENDING', 'name': 'Brunchägg L 12-p inbur HP', 'code': '37332489012828', 'code_id': {'machine': 1712788861, 'inc': -1148145211, 'time': 1556016820}, 'code_category_id': {'machine': 1282099258, 'inc': 1195392612, 'time': 1563997440}, 'type_id': {'machine': 1712788861, 'inc': -1148146211, 'time': 1556016820}, 'image': 'https://s3.eu-north-1.amazonaws.com/package-imgs/37332489012828.jpg', 'location': {'type': 'Point', 'coordinates': [27.5285912, 53.9204432]}, 'overLimit': False}, 'value': {'cash': 2, 'points': 5, 'co2': 555}, 'code': '37332489012828'}",0
