_id,meta,data,__v
"{'machine': 807374111, 'inc': 516528122, 'time': 1556777805}","{'timestamp': {'createdAt': 1556777805898, 'updatedAt': 1557749074527}, 'owner': '174'}","{'used': True, 'voucher_type_id': {'machine': -152542972, 'inc': -1324526238, 'time': 1556718933}, 'redeem_date': 1556777805897, 'coupon': {'interleavedCode': '00000000', 'couponCode': 'LY2Ujv64yF', 'name': 'Panta Påsen Test', 'value': 0, 'htmlLink': 'http://p.kupong.se/LY2Ujv64yF', 'imageUrl': 'http://p.kupong.se/Content/images/API_ClearOn.jpg', 'validFrom': '2019-04-14T00:00:00', 'validTo': '2019-11-14T00:00:00', 'internalValue': None}}",0
