_id,__v,data,meta
"{'machine': 1443409920, 'inc': 291174544, 'time': 1597996432}",0,"{'name': 'Ika', 'contact_person': '', 'contact_email': '', 'contact_phone': '', 'image': None, 'active': True}","{'timestamp': {'createdAt': 1597996432537, 'updatedAt': 1597996432537}}"
